name,tag,avg_cost,description,lat,lon,opening_hours,address,image_url1,image_url2
Saigon Outcast,cultural,125000,"Unique outdoor art and entertainment space in HCMC, often hosting music events, food festivals, and flea markets.",10.816916,106.7271883,10:00 – 22:00,"188/1 Nguyễn Văn Hưởng, Thảo Điền, Thủ Đức, Thành phố Hồ Chí Minh 70000, Việt Nam",https://bocapvang.net/wp-content/uploads/2025/03/sai-gon-outcast-1.jpg,https://bluediamondluxuryhotel.com.vn/wp-content/themes/yootheme/cache/7d/saigon-outcast-khu-vui-choi-sang-tao-day-cam-hung-tai-sai-gon-2-7deb28eb.jpeg
Jump Arena,entertainment,175000,"Indoor trampoline park in HCMC, offering many exciting physical activities and adventurous entertainment.",10.7706273,106.6737781,9:00 – 21:00,"2 – 4 Đ. số 9, Tân Hưng, Quận 7, Thành phố Hồ Chí Minh 700000, Việt Nam",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRd-Nq65El7t2rU4gMxzAtKmIn2cfVRYUTVfg&s,"https://res.klook.com/images/fl_lossy.progressive,q_65/c_fill,w_1295,h_864/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/colyxxczrgdryw14nnef/V%C3%A9C%C3%B4ngVi%C3%AAnGi%E1%BA%A3iTr%C3%ADB%E1%BA%A1tNh%C3%BAnJumpArena%E1%BB%9FTPH%E1%BB%93Ch%C3%ADMinh.jpg"
Asiana Food Town,cultural,175000,"Food court gathering many street food stalls and Asian specialties, located on B3 floor of Takashimaya Mall, HCMC.",10.7705806,106.6918028,9:30 – 21:30,"Khu B công viên 23, 4 Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8bnchqefa1f9@resize_ss800x450,https://cdn.tcdulichtphcm.vn/upload/2-2021/images/2021-04-02/mxh/1617361859-0-thuc-khach-tai-asiana-food-town.jpg
Chill Sky Bar,entertainment,500000,Famous rooftop bar in HCMC with panoramic views of the vibrant city at night.,10.7705701,106.6918028,17:30 – 1:00,"AB Tower, 76A Lê Lai, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam",https://www.therooftopguide.com/rooftop-bars-in-ho-chi-minh/Bilder/chill-skybar-600-1.jpg,https://mia.vn/media/uploads/blog-du-lich/skybar-saigon-view-dep-cuc-chill-03-1714802448.jpg
Bảo tàng Áo Dài,museum,50.000,Museum in HCMC displaying the history and evolution of the traditional Vietnamese Ao Dai through different periods.,10.8087976,106.8505996,8:30 – 17:30,"206/19/30 Long Thuận, P, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",https://static.vinwonders.com/production/bao-tang-ao-dai-2.jpg,https://baotangaodai.com.vn/image/catalog/web/about/btad/img1_mobile.jpg
Bến Nhà Rồng – Bảo tàng Hồ Chí Minh,landmark,16000,"Important historical site where President Ho Chi Minh departed to find a way to save the country (1911), now the Ho Chi Minh Museum in HCMC.",10.7682392,106.7042579,7:30 – 17:00,"1 Đ. Nguyễn Tất Thành, Phường 13, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",https://kichcaudulichtphcm.vn/wp-content/uploads/2024/11/ben-nha-rong-2.jpg,https://static.vinwonders.com/production/ben-nha-rong-1.jpg
Công viên Bạch Đằng,park,0,"Riverside park in central HCMC, a place for strolling, enjoying the river view, and the yacht dock.",10.8786718,106.593038,24/7,"Bạch Đằng, Phú Cường, Thủ Dầu Một, Bình Dương, Việt Nam",https://i2-vnexpress.vnecdn.net/2022/01/26/1d8462947e84fd807001cbe5ad1b6913-1643166253-1643169956.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=N4e15_g2ZHIAuJvPvuxRvQ,https://cdnphoto.dantri.com.vn/KPWrQAg6bTVhyZzA5kYhDfhmG34=/2022/02/05/32-1643995513032.jpeg
Khu du lịch Một Thoáng Việt Nam,cultural,175000,"Ecological tourist area in Cu Chi, HCMC, recreating the space of a Vietnamese village with ancient houses, fish ponds, and folk games.",11.1302858,106.5002589,8:00 – 17:00,"109 đường Nguyễn Thị Sữa, ấp Phú Bình, Củ Chi, Thành phố Hồ Chí Minh, Việt Nam",https://langngheviet.com.vn/stores/news_dataimages/2024/032024/20/11/kk20240320111454.jpg?rt=20240321093204,https://images.hcmcpv.org.vn/res/news/2021/01/16-01-2021-ra-mat-khu-du-lich-mot-thoang-viet-nam-tai-huyen-cu-chi-C268F509.jpg
Khu du lịch Văn Thánh,nature,300000,"Ecological tourist area near central HCMC, with cool green space, a swimming pool, and often hosts rustic buffet meals.",10.798184,106.7131518,8:00 – 22:00,"48/10 Điện Biên Phủ, Phường 22, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",https://lh7-us.googleusercontent.com/pPd9lXCDCg6SHqpmQnztg7gnQOq2qKAZBOV_q1BIHdQ8T-sk181Xznfcy1gOjVr7e93AjsMdBa9II3f8y06STHBenkZTM6hYVdl3Ke1Z9p0tr8V1OTaHcg2mXrBwVvyzSP_V50wJpDNW4_HmqixqYGI,https://kichcaudulichtphcm.vn/wp-content/uploads/2024/11/khu-du-lich-van-thanh-sai-gon-6.jpg
Khu du lịch Đại Nam,entertainment,350000,"Vietnam's largest complex tourist area in Binh Duong, including a temple, golden palace, artificial beach, zoo, and game zones.",11.0442894,106.626421,8:00 – 18:00,"1765A Đại lộ Bình Dương, phường Phú An, Thủ Dầu Một, Bình Dương, Việt Nam",https://kenh14cdn.com/203336854389633024/2024/9/24/k14-1-1727185403365-1727185403796406024524.jpg,https://bizweb.dktcdn.net/thumb/grande/100/101/075/products/khu-du-lich-dai-nam-binh-duong.jpg?v=1732780232450
Khu du lịch Hồ Dầu Tiếng,nature,40000,"Vietnam's largest artificial lake, located in Binh Duong, Tay Ninh, and Binh Phuoc, famous for its majestic natural landscape.",11.4489091,106.239494,24/7,"Xã, Phước Minh, Dầu Tiếng, Bình Dương, Việt Nam",https://52hz.vn/wp-content/uploads/2022/12/52hz-ho-dau-tieng.jpg,https://cdn.baobinhduong.vn/image/ckeditor/2025/20250405/images/z6472554838168_9bccae392e329ea8ecc1a93fff6ae824.jpg
Làng Tre Phú An,nature,20.000,"Vietnam's largest bamboo ecological conservation area in Binh Duong province, where over 300 bamboo samples are researched and preserved.",11.0662913,106.5841351,8:00 – 17:00,"124 ĐT744, Phú An, Bến Cát, Bình Dương, Việt Nam",https://tapchimoitruong.vn/files/tre%20An%20Ph%C3%BA%201.jpg,https://ik.imagekit.io/tvlk/blog/2023/09/lang-tre-phu-an-12.jpg
Chùa Bà Thiên Hậu,religious,0,"Famous ancient pagoda in HCMC, dedicated to Thien Hau Holy Mother, an important spiritual destination for the Chinese community and tourists.",11.0513006,106.6363091,6:00 – 18:00,"4 Nguyễn Du, Phú Cường, Thủ Dầu Một, Bình Dương, Việt Nam",https://dulichvn.org.vn/nhaptin/uploads/images/2020/Thang10/02102020-chua-ba-Thien-Hau.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJKfBRragzlJbMMypy15jucOxlUv3DvrDVRw&s
AEON Mall Bình Dương Canary,shopping,200000,"Large, modern shopping center in Binh Duong, offering a variety of shopping, dining, and entertainment services.",10.9323275,106.7093361,10:00 – 22:00,"1 Đại lộ Bình Dương, Thuận Giao, Thuận An, Bình Dương 700000, Việt Nam",https://khudothi.vn/wp-content/uploads/2023/06/Aeon-Mall-Binh-Duong-Canary.jpg,https://aeonmall-vietnam.com/wp-content/uploads/2017/04/19-Interior-01.jpg
Nhà thờ Phú Cường,religious,0,"Large and prominent Catholic church in Thu Dau Mot, Binh Duong, with unique modern architecture.",10.981621,106.6515659,24/7,"394 Đ. Cách Mạng Tháng Tám, Phú Cường, Thủ Dầu Một, Bình Dương, Việt Nam",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToBcqXH_qur2_M9UVvWZIyt5Q1DkRi7F2MYg&s,https://binhduongreview.vn/wp-content/uploads/2024/10/nha-tho-chanh-toa-phu-cuong.jpg
Chợ Thủ Dầu Một,market,100000,"Long-standing and bustling traditional market in the center of Thu Dau Mot city, Binh Duong.",10.977883,106.6492449,5:00 – 19:00,"Đ. Điểu Ong, Phú Cường, Thủ Dầu Một, Bình Dương, Việt Nam",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Ch%E1%BB%A3_Th%E1%BB%A7_D%E1%BA%A7u_M%E1%BB%99t_1.jpg/2560px-Ch%E1%BB%A3_Th%E1%BB%A7_D%E1%BA%A7u_M%E1%BB%99t_1.jpg,https://media-cdn-v2.laodong.vn/storage/newsportal/2024/2/21/1306634/Cho-Thu-Dau-Mot12.jpg
Khu du lịch Hồ Bình An,nature,90000,"Ecological tourist area in Binh Duong, famous for its clear blue lake, lakeside restaurant, and fishing/boating activities.",10.8334888,106.741065,7:30 – 18:00,"Khu du lịch, Cuối Bình Quới, Phường 28, Bình Thạnh, Thành phố Hồ Chí Minh 70000, Việt Nam",https://nghiencamtrai.com/wp-content/uploads/2025/07/cam-trai-ho-binh-an-7-1.jpg,https://dulichvn.org.vn/nhaptin/uploads/images/2019/thang11/avedepthanhbinh1.jpg
Khu sinh thái Ecolakes Mỹ Phước,nature,0,"Green ecological urban area in Binh Duong, with clear lake views and airy greenery, suitable for relaxation and strolling.",11.1151949,106.616951,24/7,"Kp6 Đ. VĐ 4, Thới Hoà, Bến Cát, Bình Dương 75911, Việt Nam",https://diachat146.vn/wp-content/uploads/2021/04/ecolakes.jpg,https://vcdn1-kinhdoanh.vnecdn.net/2020/10/22/ec1-1603350907-1603350931-2620-1603357374.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=q739TaqKzUg6GIYwUBiUdQ
Du Lịch Sinh Thái Thủy Châu,nature,100.000,"Artificial tourist area in Binh Duong simulating a natural forest, stream, and waterfall, a popular weekend cooling spot.",10.9017658,106.8171226,8:00 – 18:00,"55 ĐT743A, Đông Hoà, Dĩ An, Thành phố Hồ Chí Minh, Việt Nam",https://gaohouse.vn/wp-content/uploads/2023/07/khu_du_lich_sinh_thai_thuy_chau_bbcfee1047ea48e6a1da61b1379c0f23_grande.jpg,https://mia.vn/media/uploads/blog-du-lich/khu-du-lich-thuy-chau-thac-nuoc-1714139165.jpg
Trung tâm thương mại SORA Gardens,landmark,200000,"Modern Japanese-style shopping mall in Binh Duong New City, focusing on shopping and dining.",11.0455063,106.6760537,10:00 – 22:00,"Lô C19 Đường Hùng Vương, Phú Mỹ, Thủ Dầu Một, Bình Dương 75114, Việt Nam",https://binhduong360.com/images/post/2023/12/Sora_Garden_SC/khong_gian.webp,https://cafefcdn.com/203337114487263232/2023/8/17/image009-169224121869792508546-1692266522075-16922665221611587542385.jpg
Chùa Hội Khánh,religious,0,"Ancient, famous pagoda in Binh Duong, with a long history and unique architecture, the Buddhist center of the province.",10.9815287,106.6556895,6:00 – 18:00,"35 Yersin, Phú Cường, Thủ Dầu Một, Bình Dương, Việt Nam",https://sycamorecapitalandbinhduong.com.vn/wp-content/uploads/2024/07/chua-hoi-khanh.jpg,https://cdn.vntrip.vn/cam-nang/wp-content/uploads/2018/06/pn-2.jpg
Công viên nước Thủ Dầu Một (Vườn Điều),entertainment,125000,"Water park in Binh Duong, an aquatic entertainment area for all ages.",10.9891196,106.6598952,8:00 – 17:00,"563 Đại lộ Bình Dương, Hiệp Thành, Thủ Dầu Một, Bình Dương, Việt Nam",https://mia.vn/media/uploads/blog-du-lich/dung-chan-tai-cong-vien-nuoc-thanh-le-doc-dao-o-binh-duong-01-1655232405.jpg,https://bocapvang.net/wp-content/uploads/2025/03/cong-vien-nuoc-binh-duong-1.jpg
Tượng Chúa Kitô Vua,religious,0,"Giant Jesus Christ statue on Small Mountain in Vung Tau, visitors can climb up the arms for panoramic city views.",10.3264876,107.0845549,7:00 – 17:00,"01 Bà Rịa, Phường 2, Vũng Tàu, Bà Rịa - Vũng Tàu 70000, Việt Nam","https://ik.imagekit.io/tvlk/blog/2023/01/tuong-dai-chua-kito-vua-3.jpg?tr=q-70,c-at_max,w-1000,h-600",https://mia.vn/media/uploads/blog-du-lich/tuong-chua-kito-vung-tau-tuong-chua-jesus-lon-nhat-chau-a-1633941577.jpg
Hải đăng Vũng Tàu,viewpoint,0,"Ancient lighthouse on the peak of Small Mountain Vung Tau, built during the French era, an ideal spot for panoramic city views.",10.3366991,107.0770099,7:00 – 18:00,"Phường 2, Vũng Tàu, Bà Rịa - Vũng Tàu, Việt Nam",https://static.vinwonders.com/production/2025/05/hai-dang-vung-tau-o-dau.jpg,https://vielimousine.com/wp-content/uploads/2023/07/21-ngon-hai-dang-vung-tau.jpg
Bãi Sau,beach,125000,"The largest, longest, and busiest beach in Vung Tau (also called Thuy Van Beach), famous for swimming and dining.",10.3453959,107.1000134,24/7,"Vũng Tàu, Bà Rịa - Vũng Tàu, Việt Nam",https://vielimousine.com/wp-content/uploads/2023/06/2-bai-sau-vung-tau.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5OYFPGLAQIwV0b6u_eAyeCwqu89xrslbjPA&s
Bãi Trước,beach,125000,"Central Vung Tau beach (also called Tam Duong Beach), a beautiful spot for sunrise and sunset, with many restaurants and hotels.",10.3434006,107.0741987,24/7,"Vũng Tàu, Bà Rịa - Vũng Tàu, Việt Nam",https://owa.bestprice.vn/images/destinations/uploads/bai-truoc-609ca7036edb7.jpg,https://vielimousine.com/wp-content/uploads/2023/07/bai-truoc-vung-tau-1.jpg
Hòn Bà,nature,5000,"Small island near Vung Tau's Back Beach, housing Ba Temple. Visitors can walk out to the island when the tide recedes.",8.6689731,106.6733441,24/7,"Côn Đảo, Bà Rịa - Vũng Tàu, Việt Nam",https://static.vinwonders.com/production/dao-hon-ba-1.jpg,https://palacelonghairesort.vn/wp-content/uploads/2025/08/du-lich-hon-ba-vung-tau-3.jpg
Hồ Mây Park,entertainment,400.000,"Ecological and entertainment tourist area on the top of Big Mountain Vung Tau, featuring a cable car, water park, and spiritual zone.",10.3597797,107.0693493,8:00 – 18:00,"9359+VJX, Phường 1, Vũng Tàu, Bà Rịa - Vũng Tàu, Việt Nam","https://res.klook.com/images/fl_lossy.progressive,q_65/c_fill,w_1200,h_630/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/xpshef1c05thj4oyxldm/V%C3%A9%20C%C3%B4ng%20Vi%C3%AAn%20H%E1%BB%93%20M%C3%A2y%20V%C5%A9ng%20T%C3%A0u.jpg",https://cdn.digiticket.vn/Content/ShowFile/Images/03-07-2023/ho-may-vung-tau-800x533_1688379790.jpg
Đồi Con Heo,viewpoint,0,"Small hill near Vung Tau's Back Beach, a famous check-in spot for sea views and the entire Vung Tau city.",10.3275348,107.0863676,24/7,"Hẻm 220 Phan Chu Trinh, Phường 2, Vũng Tàu, Bà Rịa - Vũng Tàu, Việt Nam",https://static.vinwonders.com/production/2025/07/vi-tri-doi-con-heo.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPQS6ThIv0PiJ6p4MTP7tOqixZIoofEhtQRA&s
Mũi Nghinh Phong,viewpoint,0,"Headland stretching out to the sea in Vung Tau, featuring a 'sky gate' and majestic, windy seascape.",10.3219444,107.0836111,24/7,"Vũng Tàu, Bà Rịa - Vũng Tàu, Việt Nam",https://static.vinwonders.com/production/2025/06/toan-canh-mui-nghinh-phong-vung-tau.jpg,https://vielimousine.com/wp-content/uploads/2023/07/3-mui-nghinh-phong.jpeg
Bến du thuyền Maria,landmark,200000,"Modern marina in Vung Tau, a place for boat mooring and a luxurious, romantic check-in spot.",10.4098174,107.1130707,24/7,"Vũng Tàu, Bà Rịa - Vũng Tàu 790000, Việt Nam",https://nhatrang-tourist.com/image/cache/catalog/tour-1-ngay/b%E1%BA%BFn%20du%20thuy%E1%BB%81n/ben-du-thuyen-ana-marina%20(1)-1400x875.png,https://kingvillavungtau.com/wp-content/uploads/2025/04/ben-tau-maria.jpg
Chợ Xóm Lưới,market,350000,"Famous seafood market in Vung Tau, specializing in fresh, delicious seafood, where visitors can choose and have it prepared.",10.3419628,107.0770736,7:00 – 19:00,"7 Nguyễn Công Trứ, Phường 3, Vũng Tàu, Bà Rịa - Vũng Tàu, Việt Nam",https://thodiavungtau.com/wp-content/uploads/2022/04/hai-san-cho-xom-luoi-vung-tau-1.jpg,"https://ik.imagekit.io/tvlk/blog/2024/11/cho-xom-luoi-2-1024x683.jpeg?tr=q-70,c-at_max,w-1000,h-600"
Long Hải – Dinh Cô,religious,0,"Long Hai beach in Ba Ria - Vung Tau, famous for its tranquility. Dinh Co is a spiritual temple near the sea.",10.3865904,107.2342173,24/7,"Đ. Hai Bà Trưng, TT. Long Hải, Long Điền, Bà Rịa - Vũng Tàu, Việt Nam",https://static.vinwonders.com/production/2025/06/dinh-co-co-linh-khong.jpg,https://bizweb.dktcdn.net/100/405/413/articles/dinh-co.jpg?v=1732465930073
Thiền viện Chơn Không,religious,0,"Zen monastery located on the slope of Big Mountain Vung Tau, a place for practice with beautiful, peaceful Buddhist architecture.",10.3578021,107.0718218,7:00 – 17:00,"44 Vi Ba, Phường 1, Vũng Tàu, Bà Rịa - Vũng Tàu, Việt Nam",https://mia.vn/media/uploads/blog-du-lich/van-canh-thien-vien-chon-khong-vung-tau-noi-dat-buc-tuong-phat-bang-vang-khong-lo-giua-long-thanh-pho-bien-1633981446.jpg,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/04_2022/thien-vien-chon-khong-vung-tau-canh-1.jpg
Khu du lịch Hồ Tràm,beach,500000,"Wild, peaceful beach area in Ba Ria – Vung Tau, famous for high-end resorts, casinos, and golf courses.",10.4703182,107.4364415,24/7,"Ấp Phước Thuận, Xuyên Mộc, Bà Rịa - Vũng Tàu 78000, Việt Nam",https://www.homepaylater.vn/static/0be4ea26b9f15dc433ea27912c9a8502/81d53/kham_pha_khu_du_lich_ho_tram_vung_tau_e1574e295a.jpg,https://ik.imagekit.io/tvlk/blog/2022/06/ho-tram-vung-tau-8.jpg
Suối nước nóng Bình Châu,nature,200000,"Natural hot mineral spring tourist area in Ba Ria – Vung Tau, suitable for mineral bathing, relaxation, and health recovery.",10.5912025,107.5575914,8:30 – 18:00,"Bình Châu, Xuyên Mộc, Bà Rịa - Vũng Tàu, Việt Nam",https://minera.vn/image-data/1770-954/minera.vn/static/upload/images/minera-springs/Springs%20Pool/Springs-pool-ho-khoang.jpg,"https://res.klook.com/images/fl_lossy.progressive,q_65/c_fill,w_3000,h_1998/w_80,x_15,y_15,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/qx1vxhaipojmo7uvkjdy/V%C3%A9Su%E1%BB%91iN%C6%B0%E1%BB%9BcN%C3%B3ngMineraB%C3%ACnhCh%C3%A2u(MineraHotSpringsBinhChau)-KlookVi%E1%BB%87tNam.jpg"
